item_id,version,status,blueprint_version,major_category,subcategory,difficulty,tags_anatomy_region,tags_physics_concept,tags_positioning_theme,tags_clinical_concept,tags_imaging_system,stem,option_a,option_b,option_c,option_d,correct_option,explanation,author,last_updated,question_type,correct_options,image_path
S5-0498,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0499,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,PA chest,,general radiography,"For a PA chest radiograph, the shoulders should be rolled forward primarily to:",Move scapulae laterally off the lung fields,Increase OID to magnify the heart,Reduce motion blur,Increase scatter to improve contrast,A,"Rolling shoulders forward moves scapulae laterally, improving visualization of lungs.",chatgpt,2026-03-01,single,A,
S5-0500,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,PA chest,,general radiography,"For a PA chest radiograph, the shoulders should be rolled forward primarily to:",Move scapulae laterally off the lung fields,Increase OID to magnify the heart,Reduce motion blur,Increase scatter to improve contrast,A,"Rolling shoulders forward moves scapulae laterally, improving visualization of lungs.",chatgpt,2026-03-01,single,A,
S5-0501,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0502,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0503,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,GI,,contrast studies,,fluoroscopy,"In a double-contrast barium enema, the purpose of adding air after barium is to:",Distend the colon and coat mucosa for improved detail,Reduce patient dose,Decrease contrast resolution,Eliminate the need for compression,A,Air distends the colon and enhances mucosal coating/detail with barium.,chatgpt,2026-03-01,single,A,
S5-0504,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,PA chest,,general radiography,"For a PA chest radiograph, the shoulders should be rolled forward primarily to:",Move scapulae laterally off the lung fields,Increase OID to magnify the heart,Reduce motion blur,Increase scatter to improve contrast,A,"Rolling shoulders forward moves scapulae laterally, improving visualization of lungs.",chatgpt,2026-03-01,single,A,
S5-0505,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,PA chest,,general radiography,"For a PA chest radiograph, the shoulders should be rolled forward primarily to:",Move scapulae laterally off the lung fields,Increase OID to magnify the heart,Reduce motion blur,Increase scatter to improve contrast,A,"Rolling shoulders forward moves scapulae laterally, improving visualization of lungs.",chatgpt,2026-03-01,single,A,
S5-0506,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0507,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0508,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,4,thorax,,PA chest,,general radiography,"For a PA chest radiograph, the shoulders should be rolled forward primarily to:",Move scapulae laterally off the lung fields,Increase OID to magnify the heart,Reduce motion blur,Increase scatter to improve contrast,A,"Rolling shoulders forward moves scapulae laterally, improving visualization of lungs.",chatgpt,2026-03-01,single,A,
S5-0509,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,decubitus,,general radiography,Which projection is most appropriate to demonstrate pleural effusion layering?,Lateral decubitus with horizontal beam,AP supine,PA erect,AP lordotic,A,Decubitus with horizontal beam demonstrates fluid layering (dependent side).,chatgpt,2026-03-01,single,A,
S5-0510,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0511,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,abdomen,,upright abdomen,,general radiography,"For an AP abdomen upright, the primary reason for the upright position is to demonstrate:",Air-fluid levels and free intraperitoneal air,Better visualization of kidneys,Reduced magnification of the heart,Improved visualization of femoral heads,A,Upright abdomen helps show air-fluid levels and free air under the diaphragm.,chatgpt,2026-03-01,single,A,
S5-0512,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,PA chest,,general radiography,"For a PA chest radiograph, the shoulders should be rolled forward primarily to:",Move scapulae laterally off the lung fields,Increase OID to magnify the heart,Reduce motion blur,Increase scatter to improve contrast,A,"Rolling shoulders forward moves scapulae laterally, improving visualization of lungs.",chatgpt,2026-03-01,single,A,
S5-0513,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,2,thorax,,PA chest,,general radiography,"For a PA chest radiograph, the shoulders should be rolled forward primarily to:",Move scapulae laterally off the lung fields,Increase OID to magnify the heart,Reduce motion blur,Increase scatter to improve contrast,A,"Rolling shoulders forward moves scapulae laterally, improving visualization of lungs.",chatgpt,2026-03-01,single,A,
S5-0514,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0515,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0516,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,thorax,,sternum,,general radiography,"For a lateral sternum, which positioning helps move the sternum off the thoracic spine?",RAO positioning (slight obliquity) to project sternum into the heart shadow,LAO positioning to project sternum over the spine,AP supine to reduce OID,PA prone to magnify the sternum,A,Slight RAO helps project sternum over the heart shadow and away from the spine.,chatgpt,2026-03-01,single,A,
S5-0517,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,lower extremity,,knee,,general radiography,"For an AP knee, which landmark is commonly used for centering?",About 1/2 inch (1–2 cm) inferior to the patellar apex,At the ASIS,At the lateral malleolus,At the xiphoid process,A,AP knee is centered near the knee joint; commonly just inferior to patellar apex per protocol.,chatgpt,2026-03-01,single,A,
S5-0518,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,4,upper extremity,,wrist,,general radiography,"For a PA wrist with ulnar deviation, the primary purpose is to better demonstrate the:",Scaphoid,Hamate hook,Olecranon process,AC joint,A,Ulnar deviation opens the scaphoid region and can elongate it for evaluation.,chatgpt,2026-03-01,single,A,
S5-0519,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,lower extremity,,knee,,general radiography,"For an AP knee, which landmark is commonly used for centering?",About 1/2 inch (1–2 cm) inferior to the patellar apex,At the ASIS,At the lateral malleolus,At the xiphoid process,A,AP knee is centered near the knee joint; commonly just inferior to patellar apex per protocol.,chatgpt,2026-03-01,single,A,
S5-0520,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,lower extremity,,knee,,general radiography,"For an AP knee, which landmark is commonly used for centering?",About 1/2 inch (1–2 cm) inferior to the patellar apex,At the ASIS,At the lateral malleolus,At the xiphoid process,A,AP knee is centered near the knee joint; commonly just inferior to patellar apex per protocol.,chatgpt,2026-03-01,single,A,
S5-0521,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,upper extremity,,wrist,,general radiography,"For a PA wrist with ulnar deviation, the primary purpose is to better demonstrate the:",Scaphoid,Hamate hook,Olecranon process,AC joint,A,Ulnar deviation opens the scaphoid region and can elongate it for evaluation.,chatgpt,2026-03-01,single,A,
S5-0522,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,lower extremity,,ankle,,general radiography,"For a mortise ankle projection, the leg/foot is rotated until the malleoli are:","Parallel to the IR, opening the ankle joint space","Perpendicular to the IR, closing the joint","Superimposed, demonstrating lateral malleolus only",Obscured by the calcaneus,A,Mortise view is achieved with internal rotation to align malleoli parallel and open joint space.,chatgpt,2026-03-01,single,A,
S5-0523,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,lower extremity,,knee,,general radiography,"For an AP knee, which landmark is commonly used for centering?",About 1/2 inch (1–2 cm) inferior to the patellar apex,At the ASIS,At the lateral malleolus,At the xiphoid process,A,AP knee is centered near the knee joint; commonly just inferior to patellar apex per protocol.,chatgpt,2026-03-01,single,A,
S5-0524,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,lower extremity,,ankle,,general radiography,"For a mortise ankle projection, the leg/foot is rotated until the malleoli are:","Parallel to the IR, opening the ankle joint space","Perpendicular to the IR, closing the joint","Superimposed, demonstrating lateral malleolus only",Obscured by the calcaneus,A,Mortise view is achieved with internal rotation to align malleoli parallel and open joint space.,chatgpt,2026-03-01,single,A,
S5-0525,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,4,lower extremity,,patella,,general radiography,A tangential patella (Merchant) view is used to evaluate the:,Patellofemoral joint space,Intercondylar fossa only,Tibial plateau fractures,Femoral neck,A,Merchant tangential evaluates patellofemoral articulation and patellar positioning.,chatgpt,2026-03-01,single,A,
S5-0526,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,4,upper extremity,,shoulder,,general radiography,"For an AP shoulder internal rotation, the humeral head typically appears:",In a more rounded profile with the lesser tubercle in profile medially,With greater tubercle in profile laterally,With scapular Y clearly demonstrated,With clavicle elongated,A,Internal rotation places lesser tubercle more medial/in profile; external rotation shows greater tubercle laterally.,chatgpt,2026-03-01,single,A,
S5-0527,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,4,lower extremity,,ankle,,general radiography,"For a mortise ankle projection, the leg/foot is rotated until the malleoli are:","Parallel to the IR, opening the ankle joint space","Perpendicular to the IR, closing the joint","Superimposed, demonstrating lateral malleolus only",Obscured by the calcaneus,A,Mortise view is achieved with internal rotation to align malleoli parallel and open joint space.,chatgpt,2026-03-01,single,A,
S5-0528,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,lower extremity,,ankle,,general radiography,"For a mortise ankle projection, the leg/foot is rotated until the malleoli are:","Parallel to the IR, opening the ankle joint space","Perpendicular to the IR, closing the joint","Superimposed, demonstrating lateral malleolus only",Obscured by the calcaneus,A,Mortise view is achieved with internal rotation to align malleoli parallel and open joint space.,chatgpt,2026-03-01,single,A,
